,test_image,response,resptime,proband,rotation,image,category,sigma
70,portrait_2_r_12.jpeg,4,3.261693,david,True,portrait_2,portrait,12
71,portrait_9_r_7.jpeg,2,1.561871,david,True,portrait_9,portrait,7
72,nature_6_7.jpeg,3,1.564779,david,False,nature_6,nature,7
73,art_3_7.jpeg,2,2.304105,david,False,art_3,art,7
74,portrait_2_r_4.jpeg,1,1.172426,david,True,portrait_2,portrait,4
75,art_10_r_20.jpeg,4,3.687933,david,True,art_10,art,20
76,art_6_r_7.jpeg,3,2.143486,david,True,art_6,art,7
77,art_2.jpeg,3,1.254825,david,False,art_2,art,original
78,nautre_9_4.jpeg,3,2.304285,david,False,nautre_9,nautre,4
79,portrait_3_20.jpeg,5,1.782356,david,False,portrait_3,portrait,20
80,nature_10_r_20.jpeg,4,3.978612,david,True,nature_10,nature,20
81,nature_6_r_4.jpeg,2,1.390906,david,True,nature_6,nature,4
82,nature_1_r.jpeg,2,3.48436,david,True,nature_1,nature,original
83,portrait_9_r_4.jpeg,1,1.858913,david,True,portrait_9,portrait,4
84,portrait_8_r_7.jpeg,2,1.062657,david,True,portrait_8,portrait,7
85,art_7_4.jpeg,1,1.18418,david,False,art_7,art,4
86,art_4_12.jpeg,5,2.104112,david,False,art_4,art,12
87,portrait_10_r_12.jpeg,5,1.078139,david,True,portrait_10,portrait,12
88,portrait_3_4.jpeg,3,3.01707,david,False,portrait_3,portrait,4
89,nature_7_r_12.jpeg,4,3.458871,david,True,nature_7,nature,12
90,nature_5_r_12.jpeg,5,1.49318,david,True,nature_5,nature,12
91,art_1_r_7.jpeg,5,1.062635,david,True,art_1,art,7
92,portrait_1_r_4.jpeg,2,1.138143,david,True,portrait_1,portrait,4
93,nature_7_12.jpeg,4,1.688303,david,False,nature_7,nature,12
94,portrait_6_20.jpeg,4,1.909674,david,False,portrait_6,portrait,20
95,art_10_7.jpeg,3,3.168255,david,False,art_10,art,7
96,portrait_4_r_12.jpeg,3,1.042867,david,True,portrait_4,portrait,12
97,nature_3_7.jpeg,3,1.62389,david,False,nature_3,nature,7
98,art_7_r.jpeg,3,4.122047,david,True,art_7,art,original
99,portrait_9_r.jpeg,5,1.29836,david,True,portrait_9,portrait,original
100,portrait_10_4.jpeg,2,1.174406,david,False,portrait_10,portrait,4
101,nature_7_20.jpeg,5,1.29353,david,False,nature_7,nature,20
102,nature_4_7.jpeg,3,2.315176,david,False,nature_4,nature,7
103,art_4_r_20.jpeg,5,2.674149,david,True,art_4,art,20
104,art_5_r_20.jpeg,2,1.391903,david,True,art_5,art,20
105,nature_1.jpeg,5,1.390403,david,False,nature_1,nature,original
106,nautre_9_r_4.jpeg,2,1.769019,david,True,nautre_9,nautre,4
107,art_7_r_7.jpeg,2,1.49433,david,True,art_7,art,7
108,portrait_4_12.jpeg,1,1.446347,david,False,portrait_4,portrait,12
109,nature_3_12.jpeg,3,1.662768,david,False,nature_3,nature,12
110,art_2_r.jpeg,3,0.875714,david,True,art_2,art,original
111,portrait_3_r_20.jpeg,5,1.019938,david,True,portrait_3,portrait,20
112,nature_5_r_4.jpeg,2,1.333974,david,True,nature_5,nature,4
113,art_6_r_20.jpeg,5,2.341689,david,True,art_6,art,20
114,portrait_5_r.jpeg,5,1.511153,david,True,portrait_5,portrait,original
115,art_1.jpeg,5,0.979645,david,False,art_1,art,original
116,portrait_8_7.jpeg,2,1.807944,david,False,portrait_8,portrait,7
117,nature_10_r_12.jpeg,3,1.49173,david,True,nature_10,nature,12
118,nature_7_r.jpeg,4,1.74909,david,True,nature_7,nature,original
119,portrait_2_20.jpeg,5,1.955503,david,False,portrait_2,portrait,20
120,nature_5_r.jpeg,5,1.842436,david,True,nature_5,nature,original
121,art_3_r_4.jpeg,1,1.477827,david,True,art_3,art,4
122,art_4_4.jpeg,2,1.57269,david,False,art_4,art,4
123,art_7_r_20.jpeg,3,1.336898,david,True,art_7,art,20
124,art_2_r_4.jpeg,2,1.194388,david,True,art_2,art,4
125,portrait_10_r_20.jpeg,3,1.498293,david,True,portrait_10,portrait,20
126,portrait_2_r.jpeg,2,2.51032,david,True,portrait_2,portrait,original
127,portrait_3_r_7.jpeg,2,2.118429,david,True,portrait_3,portrait,7
128,art_10_12.jpeg,2,1.868436,david,False,art_10,art,12
129,art_8_r_20.jpeg,5,1.323256,david,True,art_8,art,20
130,portrait_10_20.jpeg,2,1.058904,david,False,portrait_10,portrait,20
131,art_3_4.jpeg,2,1.094373,david,False,art_3,art,4
132,art_4_r_7.jpeg,4,2.028274,david,True,art_4,art,7
133,nature_6_r_20.jpeg,4,1.399432,david,True,nature_6,nature,20
134,nature_4_r_4.jpeg,3,1.692929,david,True,nature_4,nature,4
135,art_9_r_4.jpeg,1,1.515233,david,True,art_9,art,4
136,art_10_r.jpeg,2,1.004226,david,True,art_10,art,original
137,nature_7_7.jpeg,2,1.277262,david,False,nature_7,nature,7
138,portrait_7_r_12.jpeg,3,1.388373,david,True,portrait_7,portrait,12
139,nature_1_7.jpeg,2,2.570763,david,False,nature_1,nature,7
140,portrait_1_r.jpeg,4,2.003957,david,True,portrait_1,portrait,original
141,nature_2.jpeg,4,1.577074,david,False,nature_2,nature,original
142,art_9_r.jpeg,4,1.621306,david,True,art_9,art,original
143,art_4_7.jpeg,3,1.899959,david,False,art_4,art,7
144,nautre_9_7.jpeg,2,1.141832,david,False,nautre_9,nautre,7
145,portrait_9_r_12.jpeg,2,1.464936,david,True,portrait_9,portrait,12
146,nautre_8_r_12.jpeg,2,0.857236,david,True,nautre_8,nautre,12
147,art_5_r_4.jpeg,1,1.132351,david,True,art_5,art,4
148,nature_1_20.jpeg,3,2.034428,david,False,nature_1,nature,20
149,portrait_5.jpeg,5,1.87251,david,False,portrait_5,portrait,original
150,art_1_7.jpeg,4,2.245502,david,False,art_1,art,7
151,art_4.jpeg,3,2.619968,david,False,art_4,art,original
152,portrait_8_r_20.jpeg,5,1.415398,david,True,portrait_8,portrait,20
153,nature_5_r_7.jpeg,3,1.578085,david,True,nature_5,nature,7
154,art_1_r.jpeg,4,1.811949,david,True,art_1,art,original
155,art_3_20.jpeg,3,1.902131,david,False,art_3,art,20
156,nautre_9_20.jpeg,3,1.397764,david,False,nautre_9,nautre,20
157,art_5_r_12.jpeg,3,1.55623,david,True,art_5,art,12
158,art_2_7.jpeg,2,1.528634,david,False,art_2,art,7
159,portrait_6_r_4.jpeg,1,1.122231,david,True,portrait_6,portrait,4
160,portrait_4_r_20.jpeg,3,2.077676,david,True,portrait_4,portrait,20
161,portrait_7.jpeg,3,0.805758,david,False,portrait_7,portrait,original
162,art_8_4.jpeg,2,1.503864,david,False,art_8,art,4
163,nature_10_r.jpeg,4,1.414397,david,True,nature_10,nature,original
164,nature_1_12.jpeg,4,2.53819,david,False,nature_1,nature,12
165,art_9.jpeg,4,0.980046,david,False,art_9,art,original
166,nautre_8_12.jpeg,3,2.511212,david,False,nautre_8,nautre,12
167,nature_10_r_7.jpeg,3,5.173737,david,True,nature_10,nature,7
168,art_8.jpeg,3,1.490628,david,False,art_8,art,original
169,nature_1_r_7.jpeg,3,1.284864,david,True,nature_1,nature,7
170,portrait_7_r_4.jpeg,2,2.004629,david,True,portrait_7,portrait,4
171,portrait_3_12.jpeg,4,1.163978,david,False,portrait_3,portrait,12
172,art_5_r.jpeg,3,2.316981,david,True,art_5,art,original
173,portrait_5_20.jpeg,4,1.510396,david,False,portrait_5,portrait,20
174,portrait_6.jpeg,3,1.822696,david,False,portrait_6,portrait,original
175,nature_2_20.jpeg,3,2.599446,david,False,nature_2,nature,20
176,nature_3_4.jpeg,2,1.173445,david,False,nature_3,nature,4
177,nautre_9.jpeg,4,2.744192,david,False,nautre_9,nautre,original
178,art_3.jpeg,4,1.766495,david,False,art_3,art,original
179,portrait_8_12.jpeg,4,2.549408,david,False,portrait_8,portrait,12
180,art_6_r_12.jpeg,3,2.886956,david,True,art_6,art,12
181,nature_3_r_12.jpeg,3,4.885856,david,True,nature_3,nature,12
182,nautre_8_r_4.jpeg,3,1.037271,david,True,nautre_8,nautre,4
183,art_1_4.jpeg,3,2.238829,david,False,art_1,art,4
184,nature_1_r_4.jpeg,2,1.17658,david,True,nature_1,nature,4
185,portrait_6_r.jpeg,4,1.630591,david,True,portrait_6,portrait,original
186,art_10_r_12.jpeg,3,2.020804,david,True,art_10,art,12
187,nature_5_12.jpeg,4,1.346138,david,False,nature_5,nature,12
188,portrait_2_r_20.jpeg,4,2.217575,david,True,portrait_2,portrait,20
189,art_6.jpeg,3,3.284057,david,False,art_6,art,original
190,nature_2_r_4.jpeg,1,1.222749,david,True,nature_2,nature,4
191,art_5_7.jpeg,1,1.053131,david,False,art_5,art,7
192,nature_5_r_20.jpeg,3,1.518013,david,True,nature_5,nature,20
193,art_7_r_4.jpeg,1,1.335732,david,True,art_7,art,4
194,nature_6_4.jpeg,2,1.327158,david,False,nature_6,nature,4
195,art_1_r_12.jpeg,3,1.428066,david,True,art_1,art,12
196,nature_1_4.jpeg,2,1.251725,david,False,nature_1,nature,4
197,portrait_10_12.jpeg,3,1.355739,david,False,portrait_10,portrait,12
198,nautre_9_r_7.jpeg,3,1.237856,david,True,nautre_9,nautre,7
199,nature_2_r_12.jpeg,2,1.0229,david,True,nature_2,nature,12
200,art_8_r_4.jpeg,2,2.951999,david,True,art_8,art,4
201,portrait_10.jpeg,3,1.366043,david,False,portrait_10,portrait,original
202,portrait_5_r_4.jpeg,1,0.990374,david,True,portrait_5,portrait,4
203,nature_4_20.jpeg,3,12.262308,david,False,nature_4,nature,20
204,art_3_r.jpeg,2,3.368098,david,True,art_3,art,original
205,portrait_10_r.jpeg,4,2.182811,david,True,portrait_10,portrait,original
206,nautre_9_r_12.jpeg,4,0.960022,david,True,nautre_9,nautre,12
207,nature_4_r_20.jpeg,4,0.935852,david,True,nature_4,nature,20
208,art_3_12.jpeg,3,1.501686,david,False,art_3,art,12
209,nature_2_r.jpeg,4,1.263213,david,True,nature_2,nature,original
210,art_4_r_4.jpeg,3,1.161046,david,True,art_4,art,4
211,portrait_6_r_12.jpeg,3,1.070429,david,True,portrait_6,portrait,12
212,art_8_20.jpeg,3,0.791373,david,False,art_8,art,20
213,portrait_1_r_20.jpeg,3,1.173361,david,True,portrait_1,portrait,20
214,portrait_10_r_7.jpeg,3,0.88646,david,True,portrait_10,portrait,7
215,art_1_r_20.jpeg,4,1.065037,david,True,art_1,art,20
216,portrait_4_20.jpeg,3,0.865789,david,False,portrait_4,portrait,20
217,portrait_1_4.jpeg,2,0.870642,david,False,portrait_1,portrait,4
218,art_7_7.jpeg,1,0.903705,david,False,art_7,art,7
219,portrait_7_r_20.jpeg,3,2.66145,david,True,portrait_7,portrait,20
220,nature_7.jpeg,3,0.879569,david,False,nature_7,nature,original
221,art_3_r_20.jpeg,3,1.130405,david,True,art_3,art,20
222,art_8_r.jpeg,4,1.324122,david,True,art_8,art,original
223,art_10_4.jpeg,2,1.214775,david,False,art_10,art,4
224,portrait_1_7.jpeg,2,1.118657,david,False,portrait_1,portrait,7
225,portrait_4_7.jpeg,1,1.039711,david,False,portrait_4,portrait,7
226,nature_6_20.jpeg,3,1.358741,david,False,nature_6,nature,20
227,art_4_r.jpeg,4,3.348847,david,True,art_4,art,original
228,nature_10_12.jpeg,3,1.277708,david,False,nature_10,nature,12
229,nature_5.jpeg,3,1.107418,david,False,nature_5,nature,original
230,art_2_4.jpeg,2,1.187957,david,False,art_2,art,4
231,portrait_7_r_7.jpeg,2,1.747037,david,True,portrait_7,portrait,7
232,art_6_4.jpeg,2,0.827502,david,False,art_6,art,4
233,art_8_12.jpeg,3,1.200227,david,False,art_8,art,12
234,nautre_8_20.jpeg,3,0.85317,david,False,nautre_8,nautre,20
235,nature_4_12.jpeg,3,1.0412,david,False,nature_4,nature,12
236,nature_6.jpeg,3,2.031036,david,False,nature_6,nature,original
237,portrait_3.jpeg,3,1.040492,david,False,portrait_3,portrait,original
238,portrait_8.jpeg,4,1.037501,david,False,portrait_8,portrait,original
239,art_10_r_4.jpeg,2,2.555342,david,True,art_10,art,4
240,nautre_8_r_7.jpeg,2,0.961187,david,True,nautre_8,nautre,7
241,art_7.jpeg,3,2.231809,david,False,art_7,art,original
242,art_6_r_4.jpeg,2,1.270066,david,True,art_6,art,4
243,portrait_3_7.jpeg,2,2.110886,david,False,portrait_3,portrait,7
244,art_2_r_12.jpeg,3,1.308352,david,True,art_2,art,12
245,nature_5_4.jpeg,1,2.470438,david,False,nature_5,nature,4
246,nature_7_r_4.jpeg,1,0.991262,david,True,nature_7,nature,4
247,portrait_5_r_20.jpeg,3,1.309846,david,True,portrait_5,portrait,20
248,nature_3_r_7.jpeg,2,1.460817,david,True,nature_3,nature,7
249,portrait_6_r_20.jpeg,3,3.451698,david,True,portrait_6,portrait,20
250,portrait_7_r.jpeg,3,0.597396,david,True,portrait_7,portrait,original
251,nature_4_r_7.jpeg,2,0.980191,david,True,nature_4,nature,7
252,nature_10_r_4.jpeg,1,1.253616,david,True,nature_10,nature,4
253,art_8_r_12.jpeg,1,1.365219,david,True,art_8,art,12
254,portrait_10_r_4.jpeg,1,1.389374,david,True,portrait_10,portrait,4
255,art_2_20.jpeg,2,0.986645,david,False,art_2,art,20
256,portrait_5_12.jpeg,2,1.030193,david,False,portrait_5,portrait,12
257,portrait_4_r_7.jpeg,1,1.123454,david,True,portrait_4,portrait,7
258,portrait_3_r.jpeg,3,1.616864,david,True,portrait_3,portrait,original
259,art_9_4.jpeg,1,0.990715,david,False,art_9,art,4
260,portrait_8_r.jpeg,4,1.470959,david,True,portrait_8,portrait,original
261,art_10.jpeg,3,2.510112,david,False,art_10,art,original
262,portrait_1_r_12.jpeg,3,1.263984,david,True,portrait_1,portrait,12
263,art_1_20.jpeg,2,3.776396,david,False,art_1,art,20
264,art_3_r_12.jpeg,2,1.444408,david,True,art_3,art,12
265,portrait_4_r.jpeg,2,1.759504,david,True,portrait_4,portrait,original
266,portrait_1_r_7.jpeg,2,0.718845,david,True,portrait_1,portrait,7
267,art_10_r_7.jpeg,1,0.9911,david,True,art_10,art,7
268,art_5_12.jpeg,1,0.992348,david,False,art_5,art,12
269,portrait_9_12.jpeg,2,1.46831,david,False,portrait_9,portrait,12
270,art_9_r_20.jpeg,3,2.067843,david,True,art_9,art,20
271,portrait_7_12.jpeg,4,1.606907,david,False,portrait_7,portrait,12
272,portrait_5_r_12.jpeg,3,1.570234,david,True,portrait_5,portrait,12
273,art_5_r_7.jpeg,1,1.816818,david,True,art_5,art,7
274,portrait_6_7.jpeg,1,0.783411,david,False,portrait_6,portrait,7
275,art_6_r.jpeg,5,1.42273,david,True,art_6,art,original
276,portrait_4_4.jpeg,1,1.04232,david,False,portrait_4,portrait,4
277,portrait_9.jpeg,5,1.962491,david,False,portrait_9,portrait,original
278,nature_6_12.jpeg,3,2.142854,david,False,nature_6,nature,12
279,nature_2_12.jpeg,2,1.646933,david,False,nature_2,nature,12
280,art_8_7.jpeg,1,1.135503,david,False,art_8,art,7
281,nature_10_20.jpeg,3,1.822305,david,False,nature_10,nature,20
282,art_2_12.jpeg,3,1.434481,david,False,art_2,art,12
283,nature_4.jpeg,4,1.677643,david,False,nature_4,nature,original
284,portrait_8_r_4.jpeg,1,1.462839,david,True,portrait_8,portrait,4
285,art_9_7.jpeg,2,1.471005,david,False,art_9,art,7
286,portrait_7_20.jpeg,4,1.406654,david,False,portrait_7,portrait,20
287,nature_5_20.jpeg,5,3.006508,david,False,nature_5,nature,20
288,art_6_12.jpeg,1,1.324712,david,False,art_6,art,12
289,portrait_8_r_12.jpeg,2,6.256661,david,True,portrait_8,portrait,12
290,nautre_8.jpeg,2,1.652682,david,False,nautre_8,nautre,original
291,nature_6_r_12.jpeg,2,1.340291,david,True,nature_6,nature,12
292,nature_4_r.jpeg,3,2.238462,david,True,nature_4,nature,original
293,portrait_5_r_7.jpeg,2,1.538112,david,True,portrait_5,portrait,7
294,portrait_1.jpeg,4,1.176228,david,False,portrait_1,portrait,original
295,art_4_20.jpeg,4,2.685812,david,False,art_4,art,20
296,portrait_9_7.jpeg,2,1.584574,david,False,portrait_9,portrait,7
297,nature_6_r_7.jpeg,2,1.895235,david,True,nature_6,nature,7
298,nature_7_r_20.jpeg,3,1.435076,david,True,nature_7,nature,20
299,nature_4_r_12.jpeg,3,0.831064,david,True,nature_4,nature,12
0,nature_3_r.jpeg,5,8.336228,Witek,True,nature_3,nature,original
1,portrait_9_4.jpeg,1,3.467105,Witek,False,portrait_9,portrait,4
2,art_6_20.jpeg,2,8.13346,Witek,False,art_6,art,20
3,art_9_12.jpeg,2,3.843589,Witek,False,art_9,art,12
4,nature_10_7.jpeg,1,1.598709,Witek,False,nature_10,nature,7
5,nautre_9_r.jpeg,3,3.90804,Witek,True,nautre_9,nautre,original
6,art_5.jpeg,3,1.549889,Witek,False,art_5,art,original
7,nature_2_7.jpeg,1,2.168924,Witek,False,nature_2,nature,7
8,portrait_4_r_4.jpeg,1,0.84748,Witek,True,portrait_4,portrait,4
9,nautre_8_7.jpeg,2,2.353883,Witek,False,nautre_8,nautre,7
10,nature_3.jpeg,4,2.53603,Witek,False,nature_3,nature,original
11,portrait_8_4.jpeg,1,2.322025,Witek,False,portrait_8,portrait,4
12,nature_2_r_20.jpeg,2,6.049756,Witek,True,nature_2,nature,20
13,nautre_9_r_20.jpeg,3,5.717947,Witek,True,nautre_9,nautre,20
14,art_9_r_7.jpeg,2,1.199305,Witek,True,art_9,art,7
15,portrait_3_r_12.jpeg,3,4.833571,Witek,True,portrait_3,portrait,12
16,portrait_1_12.jpeg,3,1.750011,Witek,False,portrait_1,portrait,12
17,portrait_2_4.jpeg,1,4.05504,Witek,False,portrait_2,portrait,4
18,portrait_6_r_7.jpeg,1,1.341271,Witek,True,portrait_6,portrait,7
19,art_3_r_7.jpeg,1,2.811604,Witek,True,art_3,art,7
20,nature_1_r_20.jpeg,5,2.684884,Witek,True,nature_1,nature,20
21,nautre_8_r_20.jpeg,4,6.204884,Witek,True,nautre_8,nautre,20
22,portrait_2_7.jpeg,2,4.707391,Witek,False,portrait_2,portrait,7
23,portrait_9_r_20.jpeg,4,2.628118,Witek,True,portrait_9,portrait,20
24,nature_1_r_12.jpeg,3,6.00352,Witek,True,nature_1,nature,12
25,art_9_20.jpeg,3,3.333644,Witek,False,art_9,art,20
26,nature_2_4.jpeg,1,1.540618,Witek,False,nature_2,nature,4
27,portrait_10_7.jpeg,2,1.432707,Witek,False,portrait_10,portrait,7
28,portrait_1_20.jpeg,4,4.41316,Witek,False,portrait_1,portrait,20
29,art_7_12.jpeg,2,4.51487,Witek,False,art_7,art,12
30,portrait_6_12.jpeg,2,2.578396,Witek,False,portrait_6,portrait,12
31,nature_3_20.jpeg,2,4.287986,Witek,False,nature_3,nature,20
32,nautre_8_r.jpeg,4,4.14036,Witek,True,nautre_8,nautre,original
33,nature_5_7.jpeg,4,2.156,Witek,False,nature_5,nature,7
34,portrait_2.jpeg,5,3.231915,Witek,False,portrait_2,portrait,original
35,nature_7_r_7.jpeg,2,3.355666,Witek,True,nature_7,nature,7
36,portrait_6_4.jpeg,1,1.901222,Witek,False,portrait_6,portrait,4
37,portrait_8_20.jpeg,3,2.237104,Witek,False,portrait_8,portrait,20
38,portrait_7_4.jpeg,1,2.42561,Witek,False,portrait_7,portrait,4
39,art_8_r_7.jpeg,2,1.451979,Witek,True,art_8,art,7
40,nature_4_4.jpeg,2,1.884874,Witek,False,nature_4,nature,4
41,art_2_r_20.jpeg,2,2.830164,Witek,True,art_2,art,20
42,art_7_r_12.jpeg,2,5.765548,Witek,True,art_7,art,12
43,art_1_r_4.jpeg,3,1.09127,Witek,True,art_1,art,4
44,nautre_9_12.jpeg,4,3.978101,Witek,False,nautre_9,nautre,12
45,nature_3_r_20.jpeg,4,1.075509,Witek,True,nature_3,nature,20
46,art_9_r_12.jpeg,4,6.99642,Witek,True,art_9,art,12
47,portrait_7_7.jpeg,2,2.049439,Witek,False,portrait_7,portrait,7
48,nature_6_r.jpeg,5,2.237407,Witek,True,nature_6,nature,original
49,nature_7_4.jpeg,1,2.554316,Witek,False,nature_7,nature,4
50,art_7_20.jpeg,3,4.363889,Witek,False,art_7,art,20
51,portrait_5_7.jpeg,1,2.024687,Witek,False,portrait_5,portrait,7
52,nature_2_r_7.jpeg,1,3.932429,Witek,True,nature_2,nature,7
53,nature_10_4.jpeg,1,0.925905,Witek,False,nature_10,nature,4
54,portrait_2_12.jpeg,4,5.891198,Witek,False,portrait_2,portrait,12
55,portrait_5_4.jpeg,1,3.02153,Witek,False,portrait_5,portrait,4
56,art_1_12.jpeg,4,5.666509,Witek,False,art_1,art,12
57,nautre_8_4.jpeg,2,4.313947,Witek,False,nautre_8,nautre,4
58,nature_3_r_4.jpeg,1,1.185524,Witek,True,nature_3,nature,4
59,nature_10.jpeg,4,2.162916,Witek,False,nature_10,nature,original
60,art_5_20.jpeg,4,4.346266,Witek,False,art_5,art,20
61,art_10_20.jpeg,3,2.061077,Witek,False,art_10,art,20
62,art_2_r_7.jpeg,4,1.107269,Witek,True,art_2,art,7
63,portrait_9_20.jpeg,3,3.209034,Witek,False,portrait_9,portrait,20
64,art_5_4.jpeg,2,2.107446,Witek,False,art_5,art,4
65,art_6_7.jpeg,2,1.286826,Witek,False,art_6,art,7
66,portrait_2_r_7.jpeg,2,7.944519,Witek,True,portrait_2,portrait,7
67,portrait_3_r_4.jpeg,1,2.493889,Witek,True,portrait_3,portrait,4
68,art_4_r_12.jpeg,4,4.666141,Witek,True,art_4,art,12
69,portrait_4.jpeg,5,2.33066,Witek,False,portrait_4,portrait,original
70,portrait_2_r_12.jpeg,5,4.179829,Witek,True,portrait_2,portrait,12
71,portrait_9_r_7.jpeg,3,3.985918,Witek,True,portrait_9,portrait,7
72,nature_6_7.jpeg,4,4.998821,Witek,False,nature_6,nature,7
73,art_3_7.jpeg,2,2.689548,Witek,False,art_3,art,7
74,portrait_2_r_4.jpeg,3,1.777484,Witek,True,portrait_2,portrait,4
75,art_10_r_20.jpeg,3,6.107414,Witek,True,art_10,art,20
76,art_6_r_7.jpeg,2,1.343055,Witek,True,art_6,art,7
77,art_2.jpeg,5,3.332377,Witek,False,art_2,art,original
78,nautre_9_4.jpeg,3,4.66597,Witek,False,nautre_9,nautre,4
79,portrait_3_20.jpeg,5,2.598025,Witek,False,portrait_3,portrait,20
80,nature_10_r_20.jpeg,5,1.04282,Witek,True,nature_10,nature,20
81,nature_6_r_4.jpeg,1,1.288395,Witek,True,nature_6,nature,4
82,nature_1_r.jpeg,4,4.532749,Witek,True,nature_1,nature,original
83,portrait_9_r_4.jpeg,1,1.285363,Witek,True,portrait_9,portrait,4
84,portrait_8_r_7.jpeg,2,1.404197,Witek,True,portrait_8,portrait,7
85,art_7_4.jpeg,1,1.358828,Witek,False,art_7,art,4
86,art_4_12.jpeg,5,1.598657,Witek,False,art_4,art,12
87,portrait_10_r_12.jpeg,4,1.623323,Witek,True,portrait_10,portrait,12
88,portrait_3_4.jpeg,1,0.960318,Witek,False,portrait_3,portrait,4
89,nature_7_r_12.jpeg,3,3.60134,Witek,True,nature_7,nature,12
90,nature_5_r_12.jpeg,3,1.427777,Witek,True,nature_5,nature,12
91,art_1_r_7.jpeg,3,1.206387,Witek,True,art_1,art,7
92,portrait_1_r_4.jpeg,2,2.60576,Witek,True,portrait_1,portrait,4
93,nature_7_12.jpeg,4,5.343415,Witek,False,nature_7,nature,12
94,portrait_6_20.jpeg,4,6.013188,Witek,False,portrait_6,portrait,20
95,art_10_7.jpeg,3,2.663203,Witek,False,art_10,art,7
96,portrait_4_r_12.jpeg,3,1.998029,Witek,True,portrait_4,portrait,12
97,nature_3_7.jpeg,3,1.037703,Witek,False,nature_3,nature,7
98,art_7_r.jpeg,4,3.451221,Witek,True,art_7,art,original
99,portrait_9_r.jpeg,5,1.642366,Witek,True,portrait_9,portrait,original
100,portrait_10_4.jpeg,1,2.08067,Witek,False,portrait_10,portrait,4
101,nature_7_20.jpeg,3,1.320212,Witek,False,nature_7,nature,20
102,nature_4_7.jpeg,3,1.920159,Witek,False,nature_4,nature,7
103,art_4_r_20.jpeg,4,1.63234,Witek,True,art_4,art,20
104,art_5_r_20.jpeg,4,0.986892,Witek,True,art_5,art,20
105,nature_1.jpeg,4,5.354759,Witek,False,nature_1,nature,original
106,nautre_9_r_4.jpeg,4,1.23277,Witek,True,nautre_9,nautre,4
107,art_7_r_7.jpeg,2,2.252601,Witek,True,art_7,art,7
108,portrait_4_12.jpeg,2,1.522784,Witek,False,portrait_4,portrait,12
109,nature_3_12.jpeg,3,2.097416,Witek,False,nature_3,nature,12
110,art_2_r.jpeg,4,2.109872,Witek,True,art_2,art,original
111,portrait_3_r_20.jpeg,4,4.523159,Witek,True,portrait_3,portrait,20
112,nature_5_r_4.jpeg,1,2.097805,Witek,True,nature_5,nature,4
113,art_6_r_20.jpeg,3,3.10537,Witek,True,art_6,art,20
114,portrait_5_r.jpeg,4,0.080288,Witek,True,portrait_5,portrait,original
115,art_1.jpeg,5,2.199818,Witek,False,art_1,art,original
116,portrait_8_7.jpeg,2,2.200882,Witek,False,portrait_8,portrait,7
117,nature_10_r_12.jpeg,4,6.243334,Witek,True,nature_10,nature,12
118,nature_7_r.jpeg,4,1.739164,Witek,True,nature_7,nature,original
119,portrait_2_20.jpeg,5,1.292278,Witek,False,portrait_2,portrait,20
120,nature_5_r.jpeg,5,1.109101,Witek,True,nature_5,nature,original
121,art_3_r_4.jpeg,2,8.103329,Witek,True,art_3,art,4
122,art_4_4.jpeg,4,1.005612,Witek,False,art_4,art,4
123,art_7_r_20.jpeg,4,1.884322,Witek,True,art_7,art,20
124,art_2_r_4.jpeg,2,2.32168,Witek,True,art_2,art,4
125,portrait_10_r_20.jpeg,3,4.139495,Witek,True,portrait_10,portrait,20
126,portrait_2_r.jpeg,5,1.927116,Witek,True,portrait_2,portrait,original
127,portrait_3_r_7.jpeg,2,1.687031,Witek,True,portrait_3,portrait,7
128,art_10_12.jpeg,4,3.009963,Witek,False,art_10,art,12
129,art_8_r_20.jpeg,4,1.162594,Witek,True,art_8,art,20
130,portrait_10_20.jpeg,4,3.231231,Witek,False,portrait_10,portrait,20
131,art_3_4.jpeg,2,8.242256,Witek,False,art_3,art,4
132,art_4_r_7.jpeg,5,1.667113,Witek,True,art_4,art,7
133,nature_6_r_20.jpeg,5,1.556528,Witek,True,nature_6,nature,20
134,nature_4_r_4.jpeg,2,1.952634,Witek,True,nature_4,nature,4
135,art_9_r_4.jpeg,1,1.136561,Witek,True,art_9,art,4
136,art_10_r.jpeg,3,1.405608,Witek,True,art_10,art,original
137,nature_7_7.jpeg,2,4.296844,Witek,False,nature_7,nature,7
138,portrait_7_r_12.jpeg,3,3.512798,Witek,True,portrait_7,portrait,12
139,nature_1_7.jpeg,2,2.14669,Witek,False,nature_1,nature,7
140,portrait_1_r.jpeg,4,10.564507,Witek,True,portrait_1,portrait,original
141,nature_2.jpeg,5,1.546825,Witek,False,nature_2,nature,original
142,art_9_r.jpeg,4,1.546682,Witek,True,art_9,art,original
143,art_4_7.jpeg,5,0.691073,Witek,False,art_4,art,7
144,nautre_9_7.jpeg,3,1.815712,Witek,False,nautre_9,nautre,7
145,portrait_9_r_12.jpeg,2,2.73999,Witek,True,portrait_9,portrait,12
146,nautre_8_r_12.jpeg,3,2.063863,Witek,True,nautre_8,nautre,12
147,art_5_r_4.jpeg,2,1.957359,Witek,True,art_5,art,4
148,nature_1_20.jpeg,4,1.588076,Witek,False,nature_1,nature,20
149,portrait_5.jpeg,4,17.981747,Witek,False,portrait_5,portrait,original
150,art_1_7.jpeg,4,1.11307,Witek,False,art_1,art,7
