test_image,response,resptime
./../img_out/final_20_12_7_4/nature_7_r_12.jpeg,4,1.80998
./../img_out/final_20_12_7_4/nature_5_r_12.jpeg,2,1.405199
./../img_out/final_20_12_7_4/art_1_r_7.jpeg,3,5.479911
./../img_out/final_20_12_7_4/portrait_1_r_4.jpeg,4,2.164856
./../img_out/final_20_12_7_4/nature_7_12.jpeg,3,8.547534
./../img_out/final_20_12_7_4/portrait_6_20.jpeg,5,3.190714
./../img_out/final_20_12_7_4/art_10_7.jpeg,2,2.418929
./../img_out/final_20_12_7_4/portrait_4_r_12.jpeg,2,1.419295
./../img_out/final_20_12_7_4/nature_3_7.jpeg,2,7.435698
./../img_out/final_20_12_7_4/art_7_r.jpeg,4,3.194244
./../img_out/final_20_12_7_4/portrait_9_r.jpeg,5,3.883308
./../img_out/final_20_12_7_4/portrait_10_4.jpeg,1,1.052595
./../img_out/final_20_12_7_4/nature_7_20.jpeg,4,1.87426
./../img_out/final_20_12_7_4/nature_4_7.jpeg,2,3.660928
./../img_out/final_20_12_7_4/art_4_r_20.jpeg,4,0.971038
./../img_out/final_20_12_7_4/art_5_r_20.jpeg,3,1.774899
./../img_out/final_20_12_7_4/nature_1.jpeg,3,1.062043
./../img_out/final_20_12_7_4/nautre_9_r_4.jpeg,3,1.205816
./../img_out/final_20_12_7_4/art_7_r_7.jpeg,2,1.492971
./../img_out/final_20_12_7_4/portrait_4_12.jpeg,2,1.695502
./../img_out/final_20_12_7_4/nature_3_12.jpeg,4,1.619364
./../img_out/final_20_12_7_4/art_2_r.jpeg,3,3.383752
./../img_out/final_20_12_7_4/portrait_3_r_20.jpeg,4,1.506591
./../img_out/final_20_12_7_4/nature_5_r_4.jpeg,2,1.590988
./../img_out/final_20_12_7_4/art_6_r_20.jpeg,4,2.867623
./../img_out/final_20_12_7_4/portrait_5_r.jpeg,5,3.668145
./../img_out/final_20_12_7_4/art_1.jpeg,5,1.687041
./../img_out/final_20_12_7_4/portrait_8_7.jpeg,1,1.227138
./../img_out/final_20_12_7_4/nature_10_r_12.jpeg,2,1.251511
./../img_out/final_20_12_7_4/nature_7_r.jpeg,3,2.298144
./../img_out/final_20_12_7_4/portrait_2_20.jpeg,5,1.124399
./../img_out/final_20_12_7_4/nature_5_r.jpeg,5,1.647252
